region,timezone,language,lasttime,created_bill,package,hours_user,sum_vm,sum_length,is_paid
VN,7,vi,357,179658,1x3090,180,4,2.21029E+11,1
AE,4,en,31,15634,18,253,24,3.92615E+12,1
QA,3,en,188,30,16,4,1,27222081536,1
IT,2,it,188,29,1x3090,36,1,53234262894,1
RO,2,en,380,359,1x3090,95,1,41704946120,1
VN,7,vi,172,57,cpuhub1,17,2,1.20923E+11,1
FR,1,fr,68,417,1x3090,1208,1,91386544128,1
VN,7,en,5,29672,1x2080Ti,94,2,82127794996,1
FO,0,en,0,43,1x3090,2,1,27406630912,0
FR,1,fr,3,20,1x3090,948,2,66943188992,1
VN,7,en,0,22,1x3090,75,1,1.33949E+11,0
SO,3,en,0,1347,1x3090,6,1,28012707840,0
ZA,2,en,30,80,1x3090,12,1,48189873015,1
MX,-7,es,44,45,16,659,1,1.23844E+11,1
BR,-3,pt,0,132,cpuhub1,302,1,5574230016,0
NG,1,en,48,99,18,5,2,1.13595E+11,1
AE,4,en,141,168,1x3090,3,2,52952010534,1
BR,-3,pt,3,2187,cpuhub1,14,2,52597620736,0
TW,8,zh,181,27,6x2080ti,644,1,13334740992,1
RU,3,ru,3,143,6x2080ti,2101,1,5870911825,1
US,-4,en,6,746,16,29,3,1.06056E+11,1
CL,-3,es,0,66,1x3090,1,3,12745995647,1
VN,7,vi,178,266,NULL,65,2,312696703,1
VN,7,vi,12,152,16,15,3,70465881863,1
VN,7,en,545,76,golden,30,3,99459530752,1
VN,7,en,251,43,cpuhub1,28,2,2.16863E+11,1
JP,9,ja,210,681,1x3090,27,4,1.28222E+11,1
PL,1,pl,21,52,16,10,2,95818858773,1
VN,7,en,61,241,cpuhub1,68,2,14028821579,1
JP,9,ja,35,297,1x3090,32,1,83282532480,1
CH,1,fr,4,32,1x3090,266,1,76272369664,1
VN,7,en,1,88,cpuhub1,11,2,72024175035,0
US,-8,en,108,260,16,19,9,6.13905E+11,1
IT,2,it,0,1193,6x3090,54,1,9211012871,1
BJ,0,fr,131,73,1x3090,121,1,41971426269,0
FR,2,en,1,984,24,10,1,41732276224,1
FR,2,fr,113,207,17,114,5,94720839751,1
VN,7,en,59,22,1x3090,6,1,27207401472,0
VN,7,en,0,159,1x3090,1,1,24265097216,0
VN,7,vi,11,69,1x3090,14,1,33236713472,0
US,-5,en,14,12549,cpuhub1,22,3,95899615232,1
VN,7,en,5,3948,cpuhub1,16,1,1.08385E+11,1
NL,2,en,8,3867,cpuhub1,4,1,37254095973,0
BR,-3,pt,1,12894,1x3090,30,1,38565576704,0
PT,1,en,0,2456,1x3090,32,1,40599814144,0
SA,3,en,10,136,1x3090,47,1,1.32134E+11,1
AU,10,en,327,1321,1x3090,7,1,76766784518,1
DE,1,en,0,100,6x2080ti,94,2,23039311872,1
IT,1,it,1,38433,16,591,1,71690092544,1
NL,2,nl,1,73,1x3090,87,1,48692723712,0
VN,7,vi,475,16010,rf11node,40,8,1.60978E+11,1
VN,7,en,437,337315,golden,8,17,6.5029E+11,1
GB,0,en,5,32846,1x3090,14,1,33094107136,0
IS,0,is,0,73,6x3080,85,1,16498905944,1
VN,7,vi,1,26,1x2080Ti,51,1,5242880,0
TW,8,zh,5,132,6x3090,367,4,3.40181E+11,1
IN,5,en,2,5110,1x3090,11,1,93120888832,0
VN,7,vi,1,207,cpuhub1,176,2,1.3312E+11,1
DE,1,de,199,326,1x3090,443,1,1.03516E+11,1
CA,-5,en,74,232,1x3090,127,1,36741054464,1
US,-5,en,2,36,1x2080Ti,25,1,12419334144,0
NG,1,en,255,57903,1x3090,12,2,58523123712,0
SA,3,en,4,76,1x2080Ti,6,1,19644022784,0
IN,5,en,45,2723,1x3090,136,1,50940870656,0
US,-5,en,81,321621,18,556,2,95913441661,1
VN,7,vi,129,61,cpuhub1,419,4,1.97001E+11,1
BR,-3,pt,406,1889,1x2080Ti,180,1,31499742652,1
VN,7,en,2,46,1x3090,6,2,1.07892E+11,0
ID,7,en,5,1319,1x3090,36,1,28872540160,0
FR,2,fr,12,12262,6x3090,47,5,5.97354E+11,1
GB,1,en,4,31626,1x3090,60,3,1.54756E+11,1
FR,1,fr,460,86,1x3090,80,10,2.15236E+11,1
FR,1,fr,71,90,1x3090,33,2,92863987712,1
VN,7,en,14,39903,1x3090,12,1,50600784791,1
US,-8,en,1,34,6x2080ti,692,2,31308382208,1
DO,3,ru,7,3005,1x3090,39,3,3.16608E+11,1
SE,2,en,0,7270,1x3090,27,1,25796018176,0
BR,-3,pt,53,37685,22,108,1,48699015168,1
BH,3,en,12,1549,17,3,1,24833425408,0
NZ,13,en,88,372,1x3090,244,3,4.51535E+11,1
PL,2,en,4,61,6x3080,11,1,16656300906,1
VN,7,vi,0,135,1x3090,79,1,51593084928,0
DE,1,de,409,13,cpuhub1,129,2,31175213056,0
US,-8,en,456,2250,1x3090,2906,1,72633810944,1
RU,3,ru,0,176,1x3090,25,1,9169797120,0
BD,6,en,0,30554,1x3090,38,1,32756465664,0
US,-7,en,120,26,1x3090,325,6,7.17571E+11,1
KR,9,ko,0,28,1x3090,13,2,50254053376,0
VN,7,vi,0,151,cpuhub1,54,1,14011072512,0
PT,0,pt,2,2379,1x3090,69,1,2.59758E+11,1
CA,-5,en,0,19,1x3090,53,1,11507137797,1
ES,1,es,0,81,cpuhub1,58,1,7021264896,0
UA,3,ru,0,6197,16,69,1,30372003840,0
BR,-3,pt,0,69,1x3090,57,1,27526168576,0
US,-4,en,40,271,16,20,3,1.97705E+11,1
IT,2,it,419,33396,6x3080,54,1,68374495232,1
VN,7,vi,NULL,8408,1x2080Ti,234,2,7866417152,1
VN,7,en,0,60,1x3090,22,3,68551704576,0
TH,7,fr,121,429,1x3090,148,4,1.49546E+11,1
BR,-3,pt,1,62,1x2080Ti,4,1,14053015552,0
ZA,2,en,0,48986,1x3090,104,1,75869716480,0
AR,-3,es,18,17,1x2080Ti,4,1,7350517760,0
US,-5,en,98,42,6x3090,78,1,2.3501E+11,1
PK,5,en,37,100,16,16,7,2.9731E+11,1
VN,7,vi,NULL,74,1x2080Ti,6,2,2944401408,1
VN,7,en,11,19,1x3090,4,1,14287835978,1
EG,2,en,129,39,cpuhub1,294,1,33333891763,1
US,-9,en,5,163,1x3090,1440,2,20587741184,1
VN,7,en,140,43,1x3090,72,7,2.35848E+11,1
VN,7,en,4,26,1x3090,46,7,64148307766,1
PK,5,en,40,43,1x2080Ti,17,5,3.26297E+11,1
VN,7,vi,0,49,1x3090,100,1,26636976128,0
VN,7,en,101,58,1x3090,16,2,1.06979E+11,1
VN,7,vi,20,87,cpuhub1,178,1,40345010176,1
SG,9,ko,3,96,1x3090,111,2,94938071040,1
VN,7,en,43,55,1x3090,25,1,9507679557,1
LT,3,lt,1,4088,1x3090,45,1,28264366080,0
CA,-4,en,179,31,6x3090,846,2,54701573964,1
PA,-5,es,326,1202,17,3,3,87875911680,0
VN,7,en,1,94,cpuhub1,468,1,15629892927,1
VN,7,vi,189,100,1x3090,97,2,62119895049,1
NL,2,en,1,57,23,129,1,45862617088,1
FR,2,fr,0,50,16,25,1,27205304320,0
VN,7,en,356,58,cpuhub1,89,15,2.27969E+11,1
BR,-3,pt,23,5499,1x3090,32,1,11898515782,0
VN,7,vi,5,617,cpuhub1,1,1,23949958459,1
CN,8,zh,358,131291,6x2080ti,77,2,1.70841E+11,1
VN,7,vi,0,1168,cpuhub1,24,1,6737100800,0
BE,1,nl,113,37,1x2080Ti,17,1,12613320704,1
MT,2,en,1,20,16,2,2,71254933504,1
CA,-4,en,245,22,1x3090,117,1,1.03701E+11,1
FR,2,fr,0,19,1x3090,25,1,47721742336,1
TR,3,en,1,820,6x3090,585,4,72370618368,1
IN,5,en,0,1195,16,40,1,24120393728,0
ES,2,es,398,18638,1x3090,0,6,3.14269E+11,1
VN,7,en,193,349,cpuhub1,36,27,1.02168E+12,1
VN,7,en,313,40,1x3090,79,4,2.61414E+11,1
IN,5,en,0,1377,16,21,4,97471650121,0
TW,8,zh,NULL,711,6x2080ti,76,1,38111543296,1
ET,-8,en,0,13572,1x3090,9,1,6813646848,0
HR,2,en,1,1537,1x3090,11,4,81415890516,1
MX,-6,en,182,24875,1x3090,155,2,43074168902,1
US,-7,en,417,42,1x3090,12,2,2.3813E+11,1
DE,1,de,34,23,6x2080ti,79,1,5028254086,1
GE,4,en,0,107,1x3090,127,1,51748274176,0
VN,7,en,25,42,1x3090,104,1,47573479916,1
KR,9,ko,156,376,18,4,3,50273729442,1
JO,3,en,23,81,1x3090,10,1,2.12663E+11,1
US,-8,en,0,20,1x2080Ti,180,1,9894363136,0
US,9,ja,1,187479,1x3090,95,1,11147411456,0
IT,1,it,10,100,1x3090,35,1,35609640960,1
GB,0,en,25,1285,16,88,4,2.98651E+11,1
IT,2,zh,20,136,16,78,1,63194529792,1
VN,7,vi,1,621,1x3090,6,1,32769048576,0
DE,2,de,281,41,6x2080ti,3,6,2.70427E+11,1
VN,7,en,0,24,1x2080Ti,8,1,3946840064,0
AU,10,en,3,690,22,23,2,1.23606E+11,1
DE,2,de,3,36202,1x3090,29,3,1.02868E+11,1
VN,7,vi,615,73,sliver,0,5,4.3099E+11,1
RU,3,en,3,3160,1x2080Ti,58,1,1.43219E+11,1
US,-4,zh,0,11,1x3090,71,1,10035268241,1
BB,NULL,NULL,3,8,1x3090,28,1,24890048512,0
VN,7,en,0,16311,1x3090,8,2,56406048768,0
FR,2,fr,21,271679,16,150,2,65242398720,1
HK,8,zh,451,1423,1x2080Ti,5,16,5.57831E+11,1
VN,7,en,1,49,1x3090,21,1,5606440986,1
US,-7,en,3,83,1x3090,1226,2,2.0545E+11,1
GB,1,en,3,30,1x3090,22,2,49076827856,1
PR,-4,en,1,38,1x3090,1407,2,23832649029,1
VN,7,en,7,96,cpuhub1,69,1,31813795840,0
US,-4,en,76,30,6x3080,27,4,1.06716E+11,1
US,-7,en,4,77,1x3090,25,1,1.58753E+11,1
CO,-5,en,268,58,6x3080,508,3,1.31132E+11,1
VN,7,vi,18,11038,1x3090,20,3,3.39915E+11,1
FR,2,fr,0,22,16,30,3,1.10376E+11,1
FR,1,fr,94,3517,1x3090,133,67,4.0069E+12,1
PH,8,en,34,138,1x3090,111,2,1.43758E+11,0
VN,7,en,21,351196,1x3090,27,1,29048700928,1
NZ,12,en,7,32,16,78,1,44318064640,1
VN,7,en,211,61,1x3090,7,5,4.38211E+11,1
ES,1,de,13,959,16,20,3,1.37361E+11,1
VN,7,en,252,8479,1x3090,45,4,3.76994E+11,0
US,-5,en,0,15,22,16,1,45463109632,0
IN,5,en,0,846,cpuhub1,300,1,34967912448,0
VN,7,vi,0,172634,1x3090,39,2,25754075136,0
CA,-6,en,1,396,1x3090,49,1,80753983488,0
US,-7,en,5,1584,22,25,2,1.02309E+11,1
US,-4,en,0,82,1x3090,108,1,31682723840,0
EG,2,en,246,118021,1x3090,11,3,1.77433E+11,1
IN,5,en,151,1607,1x3090,19,2,37250371619,1
GR,2,en,442,728,1x2080Ti,55,2,65805484032,1
JP,9,ja,8,34,16,6,1,28316794880,1
IT,2,it,0,67,1x3090,12,1,29994516480,0
EG,2,en,195,26,6x2080ti,120,3,1.44533E+11,1
MX,-5,en,1,71,1x3090,73,1,51601473536,1
US,-4,en,12,403,1x3090,572,2,1.5333E+11,1
MM,6,en,174,122626,1x3090,7,2,56184799232,0
KR,9,ko,0,57,1x3090,10,2,25539117056,0
FR,1,fr,107,44,1x3090,3,1,1.06551E+11,1
VN,7,vi,0,82374,16,198,1,17388922920,1
US,-3,en,13,21,1x3090,12,1,1.14422E+11,1
GT,-6,es,0,19,6x3090,14,2,22259171328,1
MX,-7,es,1,179,16,49,3,1.00318E+11,1
VN,7,en,6,41,cpuhub1,766,2,86578823168,1
VN,7,en,199,26,1x3090,1,1,18883221375,1
MX,-6,es,434,236,cpuhub1,68,12,3.36427E+11,1
LK,5,en,74,121,1x3090,86,1,72396832768,0
HN,-6,en,135,261,1x3090,111,12,1.03599E+12,1
US,-5,en,0,19,1x3090,19,1,35247882240,1
US,-4,en,0,22,1x3090,948,2,2.67899E+11,1
VN,7,vi,15,582395,16,72,1,68861034496,0
US,-8,ru,420,5304,golden,15,1,7991197696,1
ID,7,id,0,45,1x3090,127,1,36717985792,0
IN,5,en,198,46,16,147,1,53686685431,1
NZ,13,en,7,130,1x2080Ti,6,2,5919176066,1
CI,0,fr,1,175,16,25,1,42640343040,0
ES,1,en,22,80,1x3090,32,2,1.01661E+11,1
BY,3,be,1,23,1x3090,79,1,57895026688,0
EE,-5,en,29,51,16,17,2,87115694080,1
BE,1,nl,1,44,23,129,3,2.25511E+11,1
NO,1,en,0,145,1x3090,12,1,31563186176,1
US,-7,en,1,281,6x3090,19,3,26630684672,1
PL,1,pl,1,11567,1x3090,95,1,13431209984,0
US,7,vi,448,2860,6x2080ti,54,19,4.09042E+11,0
PL,1,pl,3,1039,1x2080Ti,10,1,3166345640,1
NZ,13,en,17,46,1x3090,37,5,5.77861E+11,1
IN,5,en,216,88,6x3090,16,24,2.15554E+12,1
CA,-4,en,0,72,1x3090,51,1,28513927168,0
VN,7,vi,41,44,cpuhub1,5913,3,69234347732,1
VN,7,en,29,1068,1x3090,38,3,1.21503E+11,0
RO,3,en,6,3185,22,49,2,1.07697E+11,1
VN,7,en,135,31,1x3090,585,2,1.49332E+11,1
LB,2,en,0,17,1x3090,90,1,30626436680,0
VN,7,en,64,50,cpuhub1,211,1,31457212920,1
PT,0,pt,0,111,1x2080Ti,180,1,4194304,0
GB,1,en,0,24,16,42,2,36419451149,1
CL,-3,es,23,305,1x3090,0,7,50658093667,1
US,-7,en,1,39,18,14,2,41810809593,1
EG,2,en,62,56,1x2080Ti,417,2,10693151374,1
NI,-6,es,637,54,cpuhub1,1,3,65841135616,1
VN,7,vi,176,60,1x3090,1,2,1.65792E+11,1
AT,2,en,574,1125,sliver,40,6,4.50369E+11,1
IT,2,en,448,40,6x2080ti,10,2,48322437441,1
ZM,2,en,2,46031,1x3090,15,2,29168238592,0
IT,1,it,482,34,6x3090,2,6,6.7589E+11,1
AR,-3,es,0,693,1x3090,80,1,31519145984,0
VN,7,vi,60,22,cpuhub1,467,2,88033198080,1
US,-8,en,36,102411,1x3090,9988,1,95379521536,1
VN,7,en,NULL,44,1x2080Ti,38,1,13875806208,1
VN,7,en,144,35,cpuhub1,49,2,1.7928E+11,1
AT,1,de,7,16,1x2080Ti,37,1,19417530368,1
IN,5,en,1,178,16,466,1,47493152768,1
VN,7,en,98,120,cpuhub1,31,3,67453431377,1
PL,1,pl,8,25,1x3090,117,1,53799288832,1
BG,2,en,119,3060,1x3090,65,1,67283976192,1
NL,2,en,369,41,1x3090,79,2,51118080000,0
IN,5,en,1,15,1x3090,73,1,25871515648,0
VN,7,vi,0,1222,16,14,1,16293697380,0
VN,7,en,172,105,1x3090,360,1,90556071936,1
JO,2,en,337,446,16,52,9,3.52466E+11,1
BR,-3,pt,108,199,1x3090,79,1,54447258648,1
US,-5,en,0,170,6x3090,11,2,82618351616,1
GB,0,hu,476,48,1x2080Ti,11,3,2.55546E+11,1
VN,7,en,114,1577,1x3090,39,3,90413465600,1
IN,5,en,46,60,1x3090,64,1,96358891520,0
PL,2,pl,24,39,6x3080,625,11,3.42637E+11,1
UA,2,ru,421,38,1x3090,20,21,2.4843E+12,1
DE,0,en,22,123,23,2311,2,3.18975E+11,1
IN,5,en,65,96,1x3090,18,1,37834719232,0
CA,-4,en,297,102,1x3090,37,7,1.43843E+11,1
BR,-3,pt,296,344,NULL,9,5,72333918208,1
LK,5,en,0,79478,1x2080Ti,180,1,8413773824,0
VN,7,vi,3,50,cpuhub1,1,1,9811691681,0
NG,-5,en,143,23,6x3080,3,2,19600268352,1
BR,-3,pt,NULL,148,golden,18,2,11377049600,1
TW,8,zh,18,26275,1x3090,27,5,5.2798E+11,1
FR,1,fr,30,25,6x3080,11,2,75097810906,1
PH,8,en,0,5568,1x3090,116,1,28595716096,0
FR,1,en,102,72,22,10,2,1.00578E+11,1
VN,7,en,48,80,1x3090,322,2,82704334848,1
VN,7,en,101,73,cpuhub1,318,1,24401819060,1
VN,7,vi,11,695,1x3090,62,1,1.1343E+11,1
DE,2,de,259,1110,16,70,1,53786705920,1
VN,7,vi,NULL,65,6x2080ti,89,3,1.00028E+11,1
ES,2,es,7,25688,cpuhub1,6,1,50168070144,0
EG,2,en,0,238,22,40,1,42195746816,0
IN,5,en,613,58,sliver,702,10,3.78623E+11,1
VN,7,en,0,336,1x3090,111,1,24141365248,0
US,-5,en,9,674,22,98,1,59822309376,1
DE,1,de,44,34,16,18,2,96557072384,1
VN,7,en,10,18,1x3090,190,1,1.72999E+11,1
IT,1,it,312,30,1x3090,9,3,15998519794,1
US,-5,en,0,52817,16,13,1,10033823744,0
CO,-5,es,0,158,18,13,3,1.00857E+11,0
VN,7,en,0,953,1x3090,14,1,9933160448,0
US,-4,en,1,26,1x3090,8,1,38475399168,0
US,0,en,0,28,1x2080Ti,180,1,2237661184,0
US,-5,en,0,5737,1x3090,31,1,1.33949E+11,0
VN,7,en,435,36,1x3080,287,3,1.52948E+11,1
TG,0,fr,2,9315,23,155,1,43476058112,1
VN,7,en,301,497,1x3090,120,2,1.9047E+11,1
CN,8,zh,6,20,1x3090,64,2,34726684737,1
KR,9,ko,11,188,1x3090,76,1,62038999040,0
TR,3,ru,3,231,1x3090,50,1,29635903488,1
VN,7,vi,9,179,1x2080Ti,214,2,79120559405,1
US,-7,en,0,176970,1x3090,52,1,26020413440,0
NZ,12,en,64,1339,1x3090,77,1,39246465990,1
IN,5,en,0,51,1x3090,15,1,27297579008,0
DO,-4,es,0,42,6x3090,80,3,2.58463E+11,1
US,-3,en,324,83,1x3090,34,4,1.01563E+11,0
IN,5,en,258,49,1x3090,2,3,1.06635E+11,0
DE,1,de,31,66,22,24,2,85301657600,1
VN,7,en,72,227,cpuhub1,151,2,23840839419,1
VN,7,en,48,1191,18,63,3,1.05772E+12,1
VN,7,vi,73,27,1x3090,8,1,28132245504,0
KW,3,en,13,99891,6x3090,23,8,66672656384,1
US,-7,en,9,25,1x3090,47,1,44798312448,0
US,-8,en,0,13849,1x2080Ti,46,1,14199816192,0
VN,7,vi,0,33,1x2080Ti,67,1,11561598976,0
HK,8,zh,495,51,6x2080ti,908,13,8.22126E+11,1
US,-7,en,157,64,1x3090,54,2,1.22606E+11,1
GB,0,en,0,665,1x2080Ti,169,1,10522460160,0
GB,1,en,1,1619,1x3090,66,1,24325707847,1
VN,7,vi,419,79,cpuhub1,10,3,1.55048E+11,1
CA,-5,en,NULL,695,cpuhub1,4,2,23144169472,1
AU,10,en,2,102,1x3090,248,4,2.57677E+11,1
NZ,13,en,7,728,1x3090,2,2,6.29144E+11,1
NL,2,en,49,355854,22,64,4,1.47023E+11,1
VN,7,vi,240,1073,cpuhub1,120,1,34598813696,0
VN,7,vi,16,97494,cpuhub1,9,2,33611055104,0
VN,7,vi,8,395,cpuhub1,105,1,46443528192,0
BR,-3,pt,10,158,1x2080Ti,21,1,23058186240,0
SA,3,en,321,179,NULL,1440,6,4.86111E+11,1
HK,8,zh,409,274,1x3090,425,1,1.58778E+11,1
VN,7,vi,553,68636,1x2080Ti,228,5,1.22569E+11,1
BY,3,en,291,341,6x3090,290,7,2.65027E+11,1
IN,5,en,32,169,cpuhub1,36,2,32747446367,1
VN,7,en,438,3401,NULL,52,1,38777389056,1
IN,5,en,7,237,1x3090,111,1,2.4317E+11,1
SG,8,en,16,1984,6x3090,32,3,1.12665E+11,1
AM,4,en,44,5703,1x3090,1690,2,1.78755E+11,1
DE,2,de,1,18,16,800,1,10543326613,1
GB,1,en,35,1131,1x3090,196,1,3.04845E+11,1
GR,2,en,2,36,1x3090,28,1,25403640294,1
VN,7,en,205,14,cpuhub1,62,2,84191890813,1
LK,5,en,81,1461,1x3090,111,1,30217953089,1
VN,7,vi,156,121,1x2080Ti,3,3,64063491976,1
BR,-3,pt,261,81,6x3090,3,10,2.71126E+11,1
EG,2,en,NULL,781,1x2080Ti,180,3,2.41502E+11,1
IN,5,en,6,83,1x3090,16,1,7997489152,0
VN,7,vi,216,45,sliver,13,3,1.11745E+11,1
VN,7,en,81,70,1x3090,34,1,1.31635E+11,1
HK,8,en,0,21,1x2080Ti,2,1,66840428544,0
VN,7,en,338,24,1x3090,14,3,3.7595E+11,0
VN,7,en,446,76,1x2080Ti,5,4,72112668672,1
SG,8,en,73,61012,1x3090,57,1,4.37482E+11,1
IE,1,en,320,5781,1x3090,215,3,2.82782E+11,1
PL,2,pl,0,30,1x3090,2,1,25974276096,0
BE,1,fr,0,31,1x2080Ti,180,1,20310917120,0
GR,3,en,36,20,1x3090,79,1,10377756672,0
FI,3,en,342,68,6x3090,166,6,2.16309E+11,1
US,-4,en,1,14,18,45,4,1.00967E+11,1
IN,5,en,241,1780,1x3090,21,3,1.39934E+11,1
DE,1,de,218,46,1x3090,272,5,83329286144,1
DE,2,de,0,74,16,69,1,60958965760,0
TR,3,ru,101,1834,1x3090,99,1,1.13818E+11,1
VN,7,ru,0,101,23,2,1,42542825472,0
QA,3,en,183,118,6x3080,851,3,38202928751,1
US,-8,en,90,1186,1x3090,511,6,2.23826E+11,1
VN,7,vi,6,33,1x3090,21,2,1.48585E+11,1
MM,6,en,1,89631,1x3090,66,1,1.39948E+11,0
BR,-3,en,0,101,16,31,3,1.09525E+11,1
GE,4,en,1,82,1x3090,156,2,1.85464E+11,1
BR,-3,pt,14,4287,1x3090,13,1,49565138944,1
US,-5,en,31,29,16,326,3,23449193157,1
HK,8,en,0,375,1x2080Ti,6,1,6704594944,0
BR,-3,en,21,130,16,581,2,55031365632,1
US,-6,en,20,303,1x3090,190,1,61063062492,1
DE,1,de,246,9907,1x3090,438,2,25343033344,1
TW,8,en,0,23,22,6,1,14343007548,1
VN,7,vi,39,79,cpuhub1,87,8,5.90984E+11,1
PK,5,en,233,249,1x3090,117,5,3.85568E+11,1
HU,2,hu,310,197,1x3090,42,1,46266318848,1
VN,7,en,43,72,cpuhub1,1728,1,16212741030,1
VN,7,vi,5,122,cpuhub1,101,4,64362374737,1
SA,3,en,4,99,1x3090,42,5,2.40087E+11,1
US,-5,en,4,661,6x3090,4,1,9926678054,1
DE,1,de,54,1440,1x3090,95,4,26906557047,1
IN,5,en,64,1781,1x3090,390,1,76790366208,1
ID,7,id,225,50,1x2080Ti,122,1,42198892544,1
KR,9,ko,6,25,cpuhub1,4501,3,77154222080,1
BR,-3,pt,0,472,1x3090,49,1,54302605312,0
ID,7,en,564,70322,cpuhub1,360,1,24160239616,0
US,-5,en,1,138,6x3090,323,1,9393595882,1
US,-5,en,0,107,23,31,1,39472594944,1
VN,7,vi,0,26467,cpuhub1,300,1,5244977152,0
CH,1,fr,138,26,6x3090,2,1,80135323648,1
BY,3,en,0,23504,16,19,1,10491366067,1
LK,5,en,5,931,1x3090,117,2,43238196182,1
MX,-5,es,198,87,1x2080Ti,116,4,47379958500,1
VN,7,en,135,21,1x3090,118,1,99034857472,1
RS,1,ru,1,10375,1x3090,1065,1,55707697152,1
VN,7,en,0,59,1x3090,79,1,24049090560,0
US,-4,en,1,25,6x3090,38,2,72215429120,1
AL,1,en,0,627874,16,533,3,1.16825E+11,1
VN,7,vi,7,19,cpuhub1,21,2,53438578688,1
US,-6,en,70,38,22,62,1,79743156224,1
VN,7,vi,1,903,1x3090,32,3,1.27132E+11,0
BR,-3,pt,76,272,1x3090,48,1,50488060436,1
CO,-5,es,327,88,1x3090,36,4,2.65535E+11,1
VN,7,en,5,443344,1x3090,65,1,76591135773,1
VN,7,vi,119,544,1x3090,49,2,1.35512E+11,1
JO,3,en,0,19,18,43,3,1.01896E+11,1
NL,1,en,2,37,6x3090,1222,1,76800851968,1
IN,5,en,0,9,1x3090,5,1,36885757952,0
IN,5,en,0,2323,1x2080Ti,2,1,13138657280,0
PL,1,en,1,49,23,-1,3,1.06449E+11,0
DE,2,de,43,77,6x3090,3,3,52789900400,1
IN,5,en,0,77,1x3090,97,1,60707307520,1
FR,1,en,93,43,16,5,4,2.39522E+11,1
AU,-8,en,9,209,6x3090,19,4,1.8235E+11,1
IT,2,en,44,68,23,61,3,1.47525E+11,1
PK,5,en,0,174,1x3090,10,1,1.4923E+11,0
KR,9,ko,372,317,1x2080Ti,6,4,1.34907E+11,1
CA,-5,en,1,282,1x3090,7,1,17601732156,1
FR,1,fr,167,5685,22,20,2,42450794536,1
RO,2,en,0,56,22,40,1,69372739584,1
IN,5,en,0,25,cpuhub1,8,1,10043885444,1
US,3,en,0,21,1x3090,79,1,11631853568,0
VN,7,vi,120,1277,1x3090,17,2,1.37848E+11,1
US,-7,en,0,13,1x3090,30,2,1.17694E+11,1
US,-4,en,0,101,6x2080ti,41,1,2896211967,1
RU,5,ru,0,38,6x3090,32,2,1.37014E+11,1
IN,5,en,141,5543,1x3090,83,2,92014821312,1
US,-5,es,55,26,1x3090,107,22,2.85017E+12,1
NL,2,en,3,122,1x3090,55,1,93282369536,0
AT,1,de,5,107,1x3090,81,1,36525047808,1
US,-4,en,2,16,18,5,3,44445941173,1
CA,-7,en,0,347,1x3090,12,1,43294654464,0
ZA,2,en,0,885,1x3090,12,1,26146242560,0
CH,2,de,138,28,1x3090,81,2,40021944495,1
BR,-3,pt,229,285,16,4,5,2.69201E+11,1
US,-5,en,0,75,6x3090,20,1,1315786307,1
DO,-4,es,0,70,17,26,2,52899610624,0
MA,1,fr,400,108,1x2080Ti,41,1,56252956672,0
VN,7,en,21,35,6x3080,20,1,66840428544,0
US,-8,en,245,17,golden,30,2,6128862294,1
KR,9,ko,167,86,16,54,4,1.18669E+11,1
AX,7,vi,512,48,1x2080Ti,52,16,3.53174E+11,1
VN,7,vi,3,69,cpuhub1,76,2,22946322026,1
DE,1,en,34,34521,1x3090,72,1,75794219008,0
US,-5,en,0,5166,1x3090,4,1,87555047424,0
RU,10,ru,49,67,1x3090,35,1,39534152466,1
VN,7,vi,9,69,1x2080Ti,408,2,2.0079E+11,1
US,-4,en,12,30,16,24,2,1.41302E+11,1
KR,9,ko,0,118,6x3090,100,2,52164558848,0
VN,7,en,8,41,1x3090,124,1,72002568192,1
VN,7,vi,397,955,1x2080Ti,2,3,32380544264,1
EC,-5,es,0,495,1x3090,5,2,6276775936,0
VN,7,vi,32,148,1x2080Ti,35,1,1879,1
VN,7,vi,4,114,cpuhub1,7,1,32753319936,0
CH,2,en,0,729,1x3090,32,2,48890904576,0
US,-8,en,1,1646,22,12,2,1.76844E+11,1
VN,7,en,5,836,1x3090,67,1,9244550822,1
IT,1,it,72,67,16,10,1,47033876480,1
US,-4,en,293,30628,6x3080,877,14,1.15396E+12,1
BE,1,nl,0,166651,cpuhub1,29,3,36216766464,0
CA,-8,en,1,15,1x2080Ti,4,1,5324668928,0
UA,2,en,160,48,cpuhub1,33,3,20180427209,1
CA,-4,en,19,87,1x3090,32,2,96600583005,1
VN,7,en,0,28,cpuhub1,180,1,25673334784,0
VN,7,vi,17,564,1x3090,29,1,83744522240,0
RO,2,ro,0,61,16,3,1,31070355456,0
US,-5,en,1,113,cpuhub1,39,1,2858418176,0
ES,2,es,0,11,16,1,1,29325524992,0
CA,-5,en,0,30,6x3090,60,1,18491232159,1
VN,7,vi,0,73,1x3090,53,1,14607712256,0
DE,2,de,1,64,1x3090,39,1,44827026630,1
BR,-5,en,169,84,16,58,5,1.87286E+12,1
EG,2,en,1,188,1x3090,6,1,66350743552,0
IQ,3,en,104,394,1x3090,6,1,64782073856,1
HR,2,en,265,234,1x3090,50,2,42635412992,1
IN,5,en,73,2851,1x3090,3,2,69398953984,0
US,-5,en,378,1057,sliver,51,2,60562209188,1
VN,7,en,6,584,1x3090,33,1,11543363357,1
