region,timezone,language,lasttime,created_bill,package,hours_user,sum_vm,sum_length,is_paid
VN,7,vi,19,1409,1x3090,77,3,2.09817E+11,1
VN,7,vi,8,57,cpuhub1,94,1,57449381888,1
US,-7,en,9,19,16,10080,11,6.71027E+11,1
CO,-5,es,9,50306,1x3090,166,1,1.90997E+11,1
VN,7,en,NULL,20,1x2080Ti,174,1,48620371968,1
KR,9,ko,123,1223,cpuhub1,22,1,37283168256,1
PL,1,pl,16,60,1x2080Ti,126,2,4231592827,1
US,-6,en,141,2925,16,33,1,77927022592,1
VN,7,vi,0,74,cpuhub1,61,1,57952698368,0
VN,7,vi,1,477,cpuhub1,22,2,64610107392,0
VN,7,en,0,13,1x3090,208,1,10273595725,1
VN,7,vi,NULL,106,1x2080Ti,70,2,37830524928,1
US,-4,en,151,1114,16,65,1,1.51829E+11,1
DE,1,de,41,43,1x3090,75,1,73384591360,0
GE,4,en,307,314,1x3090,7,5,4.47123E+11,1
US,-5,en,70,417,1x3090,948,2,1.68821E+11,1
DE,1,de,7,38,cpuhub1,51,2,22058766556,1
VN,7,ja,17,76,1x2080Ti,43,2,1.33681E+11,1
IT,1,it,10,1236,1x2080Ti,37,1,6234832896,0
US,-5,en,1,27,cpuhub1,1394,7,1.69665E+11,1
US,-6,en,NULL,87,6x3090,910,2,1.13675E+11,1
VN,7,en,NULL,65,sliver,12,2,25188863359,1
VN,7,vi,95,278,cpuhub1,1163,2,1.40066E+11,1
VN,7,en,55,116,1x3090,26,3,1.0384E+11,0
CA,-4,fr,2,17,1x3090,218,1,36600545280,1
AU,11,en,6,54,1x3090,529,1,49351229440,1
IN,5,en,23,6338,6x3090,7,8,5.45239E+11,1
FR,1,fr,0,19,1x2080Ti,33,1,7828668416,0
VN,7,vi,0,507,6x3090,15,2,96572801024,0
VN,7,vi,29,345,1x3090,18,1,22544895604,1
VN,7,vi,NULL,43,sliver,15,1,21352153088,1
VN,7,en,409,4325,sliver,136,3,1.13909E+11,1
ID,7,en,1,112,1x3090,79,1,61428727808,0
RO,2,en,0,129,1x2080Ti,1440,2,29447727637,1
VN,7,vi,155,194,6x3090,115,11,9.90308E+11,1
VN,7,en,479,43,cpuhub1,13,2,1.25055E+11,1
FR,1,fr,100,24,1x3090,1,2,25774831908,1
US,-7,en,328,62,16,593,5,2.07711E+11,1
BR,-3,pt,NULL,NULL,1x2080Ti,NULL,1,9193914368,0
GB,0,en,528,230,cpuhub1,16,3,65899855872,1
GB,1,en,24,1430,1x3090,12,3,2.87479E+11,1
VN,7,en,0,413029,24,35,1,48795484160,1
US,-5,en,283,433,1x3090,31,1,38525730816,1
VN,7,vi,8,149,golden,80,1,14976811008,0
VN,7,vi,1,1412,1x2080Ti,29,1,18625855488,1
IT,2,en,224,26,1x2080Ti,1530,1,15349055488,1
ID,7,en,138,26852,1x3090,14,3,1.05345E+11,1
IE,0,en,109,7188,6x2080ti,2,2,30006290625,1
IN,5,en,236,527,1x3090,321,1,96025444352,1
HU,1,hu,0,61,1x2080Ti,55,1,38664142848,0
VN,7,vi,0,2496,1x3090,79,1,42812309504,0
RO,2,en,30,811,1x3090,10,1,39332560427,1
CZ,1,en,6,29,cpuhub1,340,1,63026338940,1
VN,7,vi,219,11855,sliver,0,2,27729592320,0
VN,7,vi,133,585,1x3090,0,1,1.92585E+11,1
IN,5,en,0,230,golden,59,3,8347090705,1
VN,7,vi,0,1454,cpuhub1,350,1,6807355392,0
US,7,en,610,146,sliver,45,13,1.10963E+12,1
VN,7,en,45,124,1x2080Ti,35,2,95767974808,1
VN,7,en,53,5875,1x3090,11,1,17174387185,1
GB,1,en,237,41,1x3090,59,3,1.39955E+11,1
GB,0,it,72,488133,22,25,1,17176650039,0
VN,7,vi,1,15,cpuhub1,8,1,8552370873,0
VN,7,en,121,147,1x3090,19,4,95746422496,1
DE,2,de,7,54,16,9,1,29140975616,1
VN,7,vi,60,199,cpuhub1,137,1,7711182302,1
GB,0,en,0,28,1x3090,2,1,52939456512,1
VN,7,vi,NULL,1088,1x2080Ti,6,1,10353639424,0
PL,2,pl,1,81,1x3090,9,1,39532363776,0
TH,7,th,10,38,1x3090,19,4,1.05415E+11,1
AT,1,de,73,485,1x3090,18,2,25173279198,1
AU,7,vi,227,215,cpuhub1,51,5,1.60895E+11,0
PH,8,en,0,3,6x2080ti,2880,2,71006420992,0
FR,1,fr,377,156377,1x3090,37,5,48178968430,1
FR,2,en,340,801,1x3090,79,3,1.40154E+11,1
ID,7,en,525,66,1x2080Ti,5,1,1.94051E+11,1
VN,7,vi,2,193,6x3090,2,4,1.37902E+11,1
IN,5,en,361,52,1x3090,34,3,2.58045E+11,1
KR,9,ko,205,1539,16,83,11,1.54515E+12,1
DK,1,en,55,2676,1x3090,33,3,65555922944,0
BR,-3,en,1,59,1x2080Ti,32,1,9858711552,0
VN,7,vi,201,306846,1x3090,162,2,1.56928E+11,1
IN,5,en,0,363106,1x3090,2,1,24105713664,0
FR,2,en,0,74,cpuhub1,300,1,24062722048,0
FR,2,es,0,18757,cpuhub1,8,1,10230752467,0
IT,2,it,1,16,1x3090,315,1,1.46416E+11,1
CA,-7,en,2,200,1x3090,782,1,1.65778E+11,1
IN,5,en,78,580,1x3090,28,1,65484520931,1
CA,-6,en,217,167,1x3090,112,1,45140660006,1
US,-4,en,1,149,16,41,2,76171706368,1
VN,7,en,371,568,1x3090,8,17,1.85887E+12,1
DE,1,de,182,11420,cpuhub1,1,6,1.02851E+11,1
MV,5,en,1,155,6x2080ti,2,2,22267559936,0
VN,7,vi,8,72445,cpuhub1,17,8,3.81911E+11,1
NL,2,en,0,394360,23,89,2,69997690880,1
DE,1,de,8,11564,23,203,1,50073698304,1
US,-5,en,0,2594,1x2080Ti,11,1,11085545472,0
ZA,2,en,71,4338,1x3090,90,1,1.53005E+11,1
IN,5,en,0,131,16,68,1,48258613248,0
GB,0,en,8,50,1x3090,5,13,5.51383E+11,0
VN,7,en,5,83,1x3090,4,4,50819559292,1
GB,0,en,29,2268,16,118,3,1.9981E+11,1
VN,7,vi,5,30,16,83,1,28632135528,1
TD,1,en,1,39,cpuhub1,421,1,25035800576,0
US,-4,en,1,53,18,45,1,12491079788,1
IT,2,it,0,48,cpuhub1,31,1,23995613184,0
DE,1,de,0,39,1x3090,24,1,6575620096,0
VN,7,en,196,238,6x3090,428,2,53861112161,1
KR,9,ko,3,30,6x3090,28,3,1.3113E+11,1
GB,0,en,2,46,1x3090,8,1,13795894750,1
US,8,en,3,12,16,1,2,76796657664,1
US,-7,en,206,41,6x2080ti,9,1,1128702477,1
BR,-3,pt,8,1488,6x3090,1,1,1.4893E+11,1
VN,7,vi,467,1305,1x2080Ti,91,1,73902587904,1
CO,-5,en,290,3280,1x3090,85,1,1.06559E+11,1
US,-8,en,71,22577,1x3090,19,2,74333417548,1
SI,1,sl,21,169,1x2080Ti,12,1,3781326689,1
TR,3,tr,45,40,1x3090,509,1,22135223655,1
FR,2,fr,0,28,16,40,1,22623027200,0
VN,7,en,0,34730,cpuhub1,99,1,92413100032,0
ES,2,es,16,14577,1x3090,3,2,54828216686,1
MX,-5,es,53,21190,1x3090,18,1,13574078713,1
ZA,2,en,0,50,1x3090,38,1,26958992026,1
US,0,en,1,220,6x3090,396,2,50558140416,1
CI,0,en,0,14048,1x3090,95,1,28218228736,0
RU,3,ru,0,101,cpuhub1,180,1,8838085932,0
MY,8,en,0,2058,1x2080Ti,139,1,47254077440,0
US,-4,en,52,97,22,3,5,2.66797E+11,1
US,-7,en,21,81542,1x3090,56,2,1.31693E+11,1
JP,9,ja,389,4828,6x3080,23,4,1.23232E+11,1
VN,7,vi,611,39,sliver,10,1,27557231405,1
RU,3,ru,86,1598,1x3090,32,2,62740496384,1
FR,1,fr,3,21,23,106,4,1.00024E+11,1
VN,7,vi,NULL,17284,1x2080Ti,180,1,4194304,0
IT,1,en,1,531,1x2080Ti,42,1,9897508864,0
CN,8,zh,169,129279,18,22,6,2.09279E+11,1
VN,7,vi,108,15,1x3090,3,1,22536170990,1
VN,7,en,2,828,cpuhub1,50,1,22869398497,1
UY,-3,es,0,16,16,2,1,9713276288,1
VN,7,vi,6,1013,23,8,2,89136300032,0
BD,6,en,563,450,cpuhub1,373,3,1.91998E+11,1
AU,10,en,2,214,1x3090,26,1,10981500716,1
RS,2,en,0,348917,1x3090,20,1,10981910025,1
BG,3,en,145,1220,1x3090,9,3,95814876099,1
US,-6,en,15,117,22,14,1,35180773376,1
VN,7,en,NULL,63,sliver,8,1,4194304,1
BR,-3,pt,56,27,1x2080Ti,180,1,14690549760,0
VN,7,vi,2,80,cpuhub1,158,1,29895950336,0
US,-8,en,0,244,23,3,1,15181847474,1
VN,7,en,3,4527,1x3090,7,2,1.25476E+11,0
RU,3,en,406,17,1x2080Ti,294,1,70323798016,1
VN,7,en,251,30,cpuhub1,5,3,85156437731,1
PK,5,en,1,2842,1x3090,53,1,94152687616,0
US,-5,en,1,35,1x3090,422,1,10478419968,1
VN,7,en,17,25,6x3090,68,2,1.32865E+11,1
CA,-5,en,1,31545,6x3080,0,1,153976054,1
US,-4,en,1,50,1x3090,5,2,35955605551,1
IL,3,he,0,124,22,13,1,48394928128,1
VN,7,vi,84,271,1x3090,207,2,78741591115,1
BE,2,fr,130,2748,1x3090,136,1,62452137984,1
US,-7,en,52,44,16,75,3,1.01426E+11,1
UZ,5,ru,4,150104,1x3090,126,2,1.76909E+11,1
US,-5,en,191,42,22,28,1,1.93109E+11,1
JP,9,ja,0,30,16,2,1,10473253758,0
CH,1,en,NULL,28,1x3080,179,1,50995396608,1
VN,7,en,NULL,35,cpuhub1,259,1,36895195136,1
HK,8,zh,0,62,1x3090,95,1,8855224320,0
US,-8,en,2,35,1x2080Ti,117,1,23627563008,1
US,-5,en,44,214,1x3090,30,1,73235693568,1
BR,-3,pt,0,1284,1x3090,3,1,11383341056,0
JO,4,en,11,43,1x3090,12,1,10111418368,0
DO,-4,es,28,49,6x3090,151,1,3387029570,1
TR,3,tr,1,30,6x3090,16,2,59087257600,1
IN,5,en,0,1133,1x3090,51,1,1.13566E+11,0
VN,7,en,21,105,16,59,3,1.33612E+11,1
IN,5,en,0,134,1x3090,34,2,97377058816,0
VN,7,en,314,1878,1x3090,4,2,1.68325E+11,1
VN,7,en,656,6831,NULL,60,4,1.09327E+11,1
PL,2,pl,240,75,sliver,5,4,85669158637,1
VN,7,vi,1,11835,cpuhub1,159,1,52852424704,0
AU,10,en,0,24403,16,42,1,62852694016,0
NL,1,en,0,4302,1x3090,95,1,86165684224,0
RU,3,ru,0,1370,1x3090,30,2,10485760000,0
IN,5,en,40,55,1x3090,65,1,46702526464,0
US,-7,en,208,40,6x3080,6,10,2.61333E+11,1
HK,8,en,18,33,NULL,1440,1,77600447986,1
IR,-7,en,1,22,1x3090,11,4,72226115417,1
VN,7,en,1,40,1x3090,392,1,27700989867,1
CA,-6,en,47,140,1x3090,35,1,58186938673,1
BE,1,nl,190,35,1x3090,11,2,10552678318,1
CA,-6,en,21,42,1x3090,9,2,64791511040,1
US,-6,en,361,455,1x3090,116,2,29598528305,1
VN,7,en,0,375441,17,0,1,1.33949E+11,0
US,-5,en,2,41,1x3090,95,1,71257519262,1
US,-4,en,180,43,1x3090,8,6,2.15388E+11,1
US,-7,en,0,98,1x3090,6,1,5071962112,0
GB,1,en,2,48,1x3090,11,1,59551776768,1
VN,7,vi,0,45,1x3090,127,1,13479398717,0
IR,-7,en,266,2422,16,73,4,2.01153E+11,1
GB,0,en,15,33,1x2080Ti,180,1,13782482944,0
FR,1,en,0,722,cpuhub1,19,1,24935137280,1
FR,1,fr,42,101,1x3090,80,2,1.16998E+11,1
CN,8,en,232,110,1x3090,16,1,78277246976,1
US,0,en,0,124108,1x3090,33,1,1.10114E+11,0
VN,7,en,253,73776,cpuhub1,48,2,33330996853,1
IR,7,en,19,31,1x3090,82,3,4.90026E+11,1
VN,7,vi,5,293,1x3090,34,2,61808134301,1
US,-6,en,0,579,1x2080Ti,180,1,5460983808,0
VN,7,en,33,111,22,70,2,1.74138E+11,1
UA,3,ru,1,32,1x3090,152,1,47830105161,1
NG,1,en,165,244,1x3090,95,1,27764803497,1
MX,-5,en,2,1378,1x3090,77,1,83169902592,0
VN,7,vi,0,42,1x3090,29,1,28759293952,0
CN,8,zh,8,4216,1x3090,41,2,60997763072,0
VN,7,vi,2,7960,cpuhub1,481,1,86809509888,0
PS,3,he,19,931,1x3090,66,1,27896487242,1
US,-4,en,125,22,6x3090,42,4,94712879975,1
TW,8,en,1,299,1x3090,9,1,10765657110,1
VN,7,vi,202,30,sliver,83,3,98208066276,1
VN,7,en,98,33,1x3090,1,5,50905219072,0
EG,2,en,0,972,1x2080Ti,27,1,8642363392,0
US,-5,en,25,835,1x3090,4,1,42665899701,1
VN,7,en,194,274,1x3090,86,3,4.01848E+11,1
CH,1,de,0,3594,1x3090,283,1,2.04247E+11,1
NL,2,en,5,21847,16,18,3,59918252467,1
PY,-4,es,2,23,1x3090,103,1,68798119936,1
BR,-3,pt,10,277,1x3090,42,1,1.06673E+11,1
GB,0,en,37,14756,22,94,1,82683363328,1
CA,-5,en,160,1834,1x3090,34,3,3.93589E+11,1
RO,2,ro,0,26,6x3090,2,1,46243250176,1
GB,-6,en,0,112,1x2080Ti,180,1,2447376384,0
PL,2,pl,1,3908,1x3090,2,2,51327795200,0
PH,8,en,103,1241,1x3090,170,1,1.38289E+11,1
US,-8,en,77,173,16,96,20,2.68861E+12,1
VN,7,en,0,34,1x3090,1440,1,10169506778,0
ID,7,en,16,49,1x3090,70,1,50817138688,0
VN,7,vi,81,543,1x2080Ti,51,3,84611827906,1
MX,-5,es,14,3127,1x3090,10,1,10770483025,0
DE,2,de,1,657,24,5,1,43154145280,1
AE,4,en,1,42,1x3090,103,2,1.63254E+11,1
VN,7,vi,76,322,cpuhub1,112,1,4194304,0
FR,1,fr,6,27,22,110,2,56629573813,1
VN,7,vi,204,80,1x3090,43,3,1.46328E+11,1
TH,7,en,32,44,1x3090,6,1,58280902656,1
VN,7,vi,1,800,cpuhub1,300,1,28849047931,1
US,-4,en,0,21,1x3090,88,1,28702670848,0
VN,7,en,191,86,cpuhub1,62,2,76018614272,1
CO,-5,es,75,45,1x3090,500,1,3.19517E+11,1
US,-7,en,125,12620,1x3090,129,2,44797796911,1
IR,3,en,2,83,1x2080Ti,180,1,29645340672,0
JO,2,en,263,1298,golden,33,4,66669681719,1
GB,1,en,50,4123,16,10,3,64635327807,0
JO,2,en,10,601,1x3090,89,2,1.5498E+11,1
VN,7,vi,67,1443,cpuhub1,8,1,8898215936,0
ZA,2,en,11,5607,1x3090,26,1,39792410624,0
GB,0,en,0,7417,1x3090,137,1,42021281572,1
CO,-5,es,25,3104,1x2080Ti,4,1,45477789696,1
VN,7,vi,214,1000,NULL,7,1,14243856384,1
BR,-3,pt,337,26,1x3090,444,2,72978792448,1
EC,-5,en,83,659,1x3090,31,2,1.20735E+11,1
PS,3,en,205,8708,1x3090,5,3,1.92989E+11,1
VN,7,vi,62,978838,1x3090,103,2,2.76279E+11,1
MU,4,en,26,1478,1x3090,207,2,89032491008,1
VN,7,vi,379,2084,16,16,4,3.68384E+11,1
VN,7,vi,419,78858,sliver,2,1,25213009920,1
VN,7,vi,367,924,cpuhub1,38,2,49919540934,1
VN,7,vi,228,161,cpuhub1,26,1,27854372864,0
TN,1,en,0,4287,1x2080Ti,180,1,2680160256,0
KE,3,en,1,42,1x3090,108,1,84979744768,0
VN,7,vi,20,40,1x3090,1643,1,1.05576E+11,1
AU,10,en,19,1155,16,26,1,20714921748,1
US,-5,en,99,624,1x3090,10,8,6.19878E+11,1
NL,1,nl,568,1464,1x2080Ti,29,2,2.26199E+11,1
GB,4,en,0,5754,1x3090,72,1,3167302358,1
VN,7,vi,5,143,cpuhub1,65,2,1.3915E+11,1
LV,2,en,0,240311,1x3090,79,1,26142048256,0
US,-7,en,0,209,1x3090,158,1,20209205248,0
FR,2,fr,0,31,1x3090,76,1,25470959616,0
US,-7,en,15,77,16,415,2,86507768192,1
EC,-5,es,101,95353,16,1,1,17048461583,1
KR,9,en,195,32762,18,23,14,2.06111E+12,1
MX,-7,es,0,529,1x3090,38,2,59657682944,0
NZ,13,en,0,1735,1x3090,28,1,11328174772,1
IN,5,en,271,60,1x3090,116,11,8.30254E+11,1
NO,1,nb,1,814,22,5,1,46085963776,1
VN,7,vi,123,28,1x3090,111,1,74058261879,1
VN,7,vi,410,63,1x3090,4,2,79068921856,1
VN,7,en,24,97,1x3090,6,1,16452325786,0
KR,9,en,79,261,cpuhub1,1821,3,80308904051,1
VN,7,en,78,63,sliver,53,1,1.24292E+11,1
SI,1,sl,NULL,3336,1x2080Ti,52,2,14670626816,1
FR,1,fr,91,265,1x3090,109,3,1.11368E+11,1
FR,2,fr,0,180,1x3090,127,1,27807186944,0
TH,7,en,0,2848,16,9,2,51910803456,1
EG,2,en,381,320,1x3090,11,27,1.23689E+12,1
US,-5,en,98,241,18,13,3,57510256570,1
GB,0,en,78,1436,1x3090,9,2,1.92265E+11,1
UA,3,en,20,960,1x3090,5,2,30285103589,1
US,-4,en,9,147,16,161,1,56989057024,1
SK,-8,en,3,127,16,3,1,12745885499,0
IN,5,en,2,1467,1x3090,23,2,86734012416,0
US,-5,en,225,106,cpuhub1,17,5,2.04772E+11,1
KR,9,ko,181,23,16,270,2,59346785638,1
PH,8,en,251,39,1x3090,48,1,46916435968,1
SI,2,sl,0,35,1x3090,220,1,29142331493,1
VN,7,en,0,411,1x3090,23,2,59488862208,0
JP,9,en,2,19,1x3090,95,1,10300162048,0
HU,2,en,0,45,23,3,1,36956012544,1
MY,8,en,49,1102,1x2080Ti,1,1,6661557192,1
VN,7,vi,1,31,1x2080Ti,7,1,10179575808,0
US,-5,en,1,30,1x3090,72,1,26431455232,0
IT,-3,es,1,1018,1x3090,7,1,4880072704,0
VN,7,en,95,57,golden,702,1,5242880,1
BR,-3,pt,0,38,1x3090,77,1,32848740352,0
GB,1,en,3,67,16,39,1,2.94689E+11,1
DE,1,de,1,1086,1x3090,1273,1,38661049192,1
KR,9,ko,16,12961,6x2080ti,95,2,10968217619,1
DE,1,de,46,45025,1x3090,2677,6,3.333E+11,1
VN,7,fr,87,367,cpuhub1,2,5,1.71786E+11,1
EG,2,en,0,95,cpuhub1,25,2,50584354816,0
RO,2,en,23,4285,6x2080ti,1,3,17323360840,1
IN,5,en,0,106,16,126,1,26827816960,0
BE,1,fr,NULL,830,6x3080,3,1,11457789952,1
AM,7,vi,213,49,cpuhub1,407,178,5.68998E+12,1
US,-7,en,177,54,1x3090,32,1,2.31583E+11,1
PL,2,pl,212,1797,1x3090,1,3,1.143E+11,1
VN,7,vi,184,84,cpuhub1,6,1,1.3449E+11,0
UA,3,uk,0,50117,1x3090,3,2,49234837504,0
US,-5,en,0,144,18,4,1,10298508442,1
ZA,2,en,0,15,1x2080Ti,180,1,9063890944,0
VN,7,vi,68,27,cpuhub1,1346,2,30351294552,1
VN,7,vi,0,297,1x3090,80,1,36762025984,0
CA,-4,en,57,125,16,8,2,5.60744E+11,1
IT,1,it,225,10479,1x3090,95,2,1.09939E+11,1
US,-4,en,305,1848,6x3090,200,2,75554977312,1
IN,7,en,7,1347,22,3,3,1.89981E+11,1
VN,7,en,8,65,1x3090,45,3,72247934976,0
DE,2,en,145,1154,16,8,2,61128618306,1
AZ,4,en,0,41,1x2080Ti,11,1,7340032000,0
RU,7,ru,2,198,6x3090,4320,1,42157998080,0
SA,3,en,1,103,1x3090,55,1,16803933209,1
RU,3,ru,164,308,16,10,8,6.31988E+11,1
US,-4,en,243,151,sliver,171,1,12109327947,1
RU,3,ru,5,35,1x3090,404,3,11570533562,1
ID,8,en,17,11490,1x3090,96,1,95895420928,1
FI,3,fi,1,24,22,244,2,88310022144,1
VN,7,en,73,4156,NULL,2880,2,2.08829E+11,1
VN,7,vi,5,51,cpuhub1,41,2,15316202156,1
VN,7,NULL,774,1149,NULL,0,87,2.74956E+12,1
HK,8,en,57,87,6x2080ti,52,2,12488218081,1
VN,7,en,129,60114,cpuhub1,247,1,29546854172,1
KZ,6,en,14,22,1x3090,10,2,15217983488,1
SG,8,en,1,3370,1x3090,27,1,24516755456,0
US,-4,en,10,569,22,263,1,1.30555E+11,1
VN,7,en,345,17,1x3090,44,3,1.65979E+11,1
KW,0,en,47,54,1x3090,368,1,49277829120,1
PL,2,en,1,233106,22,4,2,64774733824,0
VN,7,en,1,82,cpuhub1,8,2,55675191296,0
DE,1,de,52,44,1x3090,34,3,1.1545E+11,1
VN,7,en,1,38,1x3090,327,1,16578501380,1
IT,2,it,412,1873,1x3090,23,2,1.94411E+11,1
VN,7,en,184,146,sliver,43,1,4429185024,1
HK,8,en,238,143,18,41,2,1.57925E+11,1
VN,7,en,12,1752,1x2080Ti,3,1,5047844864,1
HU,1,hu,3,20,cpuhub1,161,2,1.35233E+11,1
VN,7,en,1,902,cpuhub1,235,1,33538573084,1
NL,1,nl,51,40,cpuhub1,47,1,27551559096,1
VN,7,en,12,111,cpuhub1,451,1,37813869127,1
PL,1,pl,33,32,1x3090,286,2,1.06993E+11,1
CZ,1,en,1,61,6x3090,118,2,82332090368,1
CA,-4,fr,114,37,cpuhub1,30,2,1.15395E+11,1
MY,8,en,321,91,1x3090,46,9,4.48654E+11,1
VN,7,en,8,1609,cpuhub1,29,2,1.37067E+11,0
PL,2,pl,0,68,16,83,1,24516755456,0
ES,2,en,286,80,16,278,1,84063747680,1
CA,3,fr,304,1749,16,5,4,4.331E+11,1
DE,1,de,103,289,1x2080Ti,73,1,61284024320,1
CH,1,de,131,17,1x3090,286,1,1.33051E+11,1
US,-6,en,45,71,1x3090,32,1,1.00604E+11,1
VN,7,en,510,105,1x2080Ti,81,1,4194304,0
US,-5,en,296,1005,16,32,9,2.8006E+11,1
IN,5,en,0,75,1x3090,60,1,2.40947E+11,0
VN,7,en,11,11,NULL,13,1,2803892224,0
IN,5,en,191,126,1x3090,604,1,3.20433E+11,1
VN,7,en,1,1299,1x3090,86,3,91248132096,1
VN,7,vi,237,51,1x3090,113,4,92508251095,1
SA,3,en,4,361,16,11,7,3.20236E+11,1
VN,7,en,78,25,1x2080Ti,4,2,33542897664,0
GB,0,en,2,26,1x2080Ti,1,1,36366712832,0
VN,7,vi,39,43,1x3090,68,1,1.45373E+11,1
VN,NULL,NULL,3,22,cpuhub1,207,1,23559405568,1
AT,1,de,8,63,1x3090,31,1,99657711616,1
US,-5,en,104,32,1x3090,198,1,42636148736,1
NL,2,en,50,1099,1x3090,2,2,1.12818E+11,1
DK,1,en,286,50,1x3090,216,5,86705182305,1
RU,3,en,0,117,1x3090,88,1,26156728320,0
MX,-6,en,NULL,82,1x2080Ti,28,1,10054795264,1
IT,2,it,2,50,1x3090,4,4,1.28112E+11,1
AU,10,en,79,9401,22,30,1,74357669888,1
US,-8,en,21,30,22,35,2,41072431932,1
IN,5,en,125,220,1x3090,133,1,92895852001,1
IT,1,it,4,33,1x3090,11,1,3488359488,1
DK,2,da,3,370,cpuhub1,126,1,23960590856,1
US,-4,en,11,1701,1x3090,38,1,41620645350,1
US,-8,en,6,22,1x3090,751,1,1.13035E+11,1
JP,9,ja,112,60,cpuhub1,2673,2,1.37064E+11,1
US,-7,en,61,31,22,27,1,45467303936,1
KR,9,ko,13,2095,23,171,3,1.87513E+11,1
VN,7,vi,1,54,cpuhub1,219,1,21296601079,1
US,-4,en,6,22382,16,224,2,90324336640,1
GB,1,en,1,161,16,107,2,1.13387E+11,1
VN,7,en,NULL,32,1x3090,7,2,49684676608,1
ID,7,en,49,54,cpuhub1,33,3,89337537602,1
CY,2,en,0,130,1x3090,91,1,26467106816,1
BR,-3,pt,279,50,sliver,54,2,1.27801E+11,1
VN,7,en,1,3413,1x3090,236,1,30980325713,1
IN,5,en,0,48357,1x3090,95,1,7597981696,0
KR,9,ko,0,76,16,6,1,24648876032,0
DZ,1,en,2,710,16,581,2,65634566144,1
IR,4,en,0,525,1x3090,6,2,52581138803,0
DK,2,en,3,8000,1x3090,5,4,1.18725E+11,1
RU,3,ru,334,94,1x3090,34,1,52568864270,1
RU,3,ru,0,33,1x2080Ti,63,1,28427943936,1
FR,2,fr,0,35793,16,167,2,84722843648,1
US,-4,en,1,119,1x3090,10,2,20259997059,1
HU,2,en,8,62179,1x3090,31,1,29266804736,0
VN,7,vi,86,20,cpuhub1,957,2,21726494720,1
IT,1,it,1,192,1x2080Ti,3,1,2799697920,0
IT,2,it,0,4144,1x3090,10,2,66671607808,1
RO,2,ro,2,40,1x2080Ti,35,1,10919870464,0
US,-6,en,115,14046,1x3090,18,1,1.26283E+11,1
AE,4,en,16,31,1x3090,33,2,1.21566E+11,1
FR,1,en,6,53,1x3090,212,2,39561556401,1
TW,8,zh,0,45,16,432,1,11074303748,1
NO,2,en,91,40622,22,444,3,75723368969,1
IN,5,en,266,3279,1x3090,108,1,3.44192E+11,1
VN,8,vi,84,376,cpuhub1,69,1,48617279887,1
BR,-3,pt,79,633,1x3090,36,2,4.80192E+11,1
ES,1,ru,1,4329,6x3090,72,4,1.18435E+11,1
VN,7,vi,174,483,16,7,1,31894536192,1
IN,5,en,0,208,1x3090,51,2,59806580736,0
ID,7,en,0,23,1x3090,15,1,10068856663,1
GB,1,en,NULL,27,1x3090,8,1,37216059392,1
TR,3,en,0,44,cpuhub1,158,1,37417385984,0
AE,4,en,5,1117,1x3090,602,1,48636100608,1
US,-4,en,1,44,16,680,1,11215099219,1
US,-6,en,14,51,1x2080Ti,78,1,60909075720,1
IT,2,it,0,5879,1x3090,38,1,27763146752,1
CA,-5,en,15,25,1x2080Ti,75,2,28641447695,1
VN,7,vi,226,64,rf11node,126,2,86085992448,1
GB,0,en,16,1088,1x3090,64,7,2.76279E+11,1
CH,2,de,7,29,1x3090,85,1,66130542592,1
HK,8,en,7,107,1x2080Ti,83,2,23111663616,0
TR,3,tr,2,1351,1x3090,43,1,39245053952,0
IL,2,en,0,143,6x3090,164,2,55484642854,1
TR,3,tr,7,42,1x2080Ti,33,1,24341643264,0
NL,1,nl,80,73,1x2080Ti,195,3,26817026431,1
US,-5,en,98,53,golden,143,3,37561040896,1
VN,7,vi,720,28,NULL,163,4,2.8509E+11,1
JP,9,ja,9,162,1x3090,420,2,52718504124,1
LK,5,en,1,73,1x3090,63,1,11011096576,0
MX,-5,es,288,295,1x3090,19,2,37483556485,1
NG,1,en,22,54,1x3090,89,1,10486417115,1
VN,7,en,193,19,1x3090,43200,1,53131759057,1
VN,7,vi,3,180,1x3090,108,1,37424726016,0
AT,2,de,0,65,18,45,2,53575942144,0
RU,3,en,12,101,17,41,2,1.01487E+11,1
US,-7,en,218,29,6x3090,64,2,54681872787,1
CA,-8,en,1,1782,16,10,2,89401589760,1
VN,7,vi,0,84,cpuhub1,8,3,1.02945E+11,0
MY,8,en,10,370,23,290,1,88025858048,1
BR,-3,pt,423,1153,1x3090,6,3,95918278695,1
FR,2,en,95,429,16,10,2,33304901801,1
VN,7,en,362,1276,NULL,5,5,1.44045E+11,1
DE,1,de,NULL,29,6x3080,5,1,4584374272,1
VN,7,en,123,5060,1x2080Ti,4,3,39396112671,1
CN,8,en,4,28,1x2080Ti,381,1,16106127360,1
IT,1,it,27,13281,golden,23,2,11925695886,1
ID,7,id,1,101,1x2080Ti,45,1,13216251904,0
KR,9,ko,212,97,16,263,1,1.83407E+11,1
PT,1,pt,0,47,1x3090,126,1,54996762624,1
ID,8,en,55,26,1x3090,7,1,12078546944,0
VN,7,en,315,36,1x3090,22,7,3.83864E+11,1
US,-8,en,1,16923,23,8,2,90412417024,1
NL,1,nl,0,1249,1x3090,34,1,23937941504,0
AU,11,en,0,40,6x3090,7,2,82179496136,1
