region,timezone,language,lasttime,created_bill,package,hours_use,sum_length,is_paid
AX,7,en,0,4.566666667,1x3090,0.716666667,29.51007437,0
CO,-5,es,10,333.6666667,1x3090,1.633333333,208.332,1
RU,8,ru,297,11.68333333,6x2080ti,11.21666667,8.224541694,1
US,-8,en,0,2.65,6x3080,3.816666667,0.000001879,1
TR,3,tr,0,2.916666667,23,0.033333333,54.81745613,1
US,-7,en,16,17.85,1x3090,2.116666667,108.041,1
CO,-5,es,1,1.066666667,16,1.216666667,53.32638106,0
VN,7,vi,63,43.95,17,0.05,80.83367526,0
EG,2,en,6,0.366666667,1x3090,2.883333333,195.831,1
CM,1,fr,46,27.85,1x2080Ti,0.433333333,7.72800512,0
PT,0,en,8,240.95,1x3090,0.233333333,22.47932447,1
US,-4,en,73,1918.95,17,0.15,24.77889946,0
HU,1,hu,1,7.35,16,0.1,97.59516262,1
FR,2,fr,31,17.98333333,16,3.65,779.063,1
DE,2,de,1,9.016666667,cpuhub1,0.733333333,45.06779648,0
VN,7,en,56,8415.733333,cpuhub1,0.433333333,354.899,1
RU,3,ru,69,0.383333333,22,0.033333333,222.13,1
BR,-3,pt,50,1.116666667,1x3090,0.05,39.42960333,0
IN,5,en,3,1.25,1x3090,2.85,269.479,1
IE,1,en,26,196.2166667,1x3090,1.85,164.634,1
HN,-6,es,8,1.666666667,16,0.233333333,49.97303501,0
US,3,he,1,2516.633333,1x3090,0.066666667,56.16907059,0
SK,2,sk,30,243.7166667,1x3090,0.733333333,62.71218483,1
DE,1,de,127,0.866666667,6x3080,8.333333333,22.4916142,1
VN,7,en,116,25.18333333,1x3090,0.066666667,334.98,1
VN,7,en,0,0.766666667,cpuhub1,1.116666667,5.093982208,0
ES,1,en,44,27.16666667,1x2080Ti,1.35,42.10661786,1
KR,9,ko,21,0.566666667,22,1.55,140.232,1
DE,2,de,30,25.98333333,1x3090,0.35,84.92731597,1
GE,4,en,2,0.25,1x3090,0.083333333,29.17072468,0
US,-5,en,221,1.983333333,16,0.116666667,58.11417907,1
ID,7,en,3,5.216666667,1x3090,0.3,649.982,1
VN,7,vi,203,0.816666667,1x3090,24,78.53655147,1
TR,3,en,0,3.7,1x3090,0.166666667,36.57957376,0
US,-5,en,65,1.15,16,0.283333333,276.717,1
MX,-6,es,2,2.633333333,1x3090,32.9,47.673857,1
PS,3,en,10,2.116666667,1x3090,1.8,26.65165619,0
GB,2,en,226,0.716666667,1x3090,8.25,455.836,1
VN,7,vi,0,0.7,cpuhub1,0.133333333,33.45796301,0
SK,2,en,105,42.46666667,1x3090,0.083333333,142.362,1
KR,9,ko,32,1.083333333,6x3090,61.03333333,269.15,1
US,-5,en,2,10.51666667,23,0.666666667,32.61284926,1
VN,7,vi,155,1.766666667,cpuhub1,1.15,14.28160512,1
NL,2,en,136,2.75,6x3090,0.166666667,177.025,1
VN,7,vi,205,5.483333333,1x3090,1,24.24832113,1
KE,3,en,432,2052.6,1x2080Ti,0.033333333,75.84559923,1
US,-4,en,110,0.616666667,18,4.566666667,42.31947878,1
LK,5,en,177,1.283333333,1x3090,0.7,78.87703245,1
DE,1,en,1,1.8,1x3090,15.38333333,88.25130189,1
IN,5,en,0,20.91666667,1x3090,0.583333333,58.32389427,1
CZ,1,en,100,0.866666667,1x3090,1.05,419.797,1
RE,4,fr,38,11.18333333,1x3090,0.2,260.117,1
VN,7,vi,0,0.4,1x2080Ti,0.733333333,11.96215501,0
VN,7,vi,9,0.7,1x3090,0.883333333,71.35949993,0
VN,7,en,381,283.7,1x3090,0.766666667,312.682,1
VN,7,en,1,1.533333333,1x3090,1.633333333,81.27617434,1
US,-6,en,24,0.383333333,1x3090,15.8,219.481,1
VN,7,en,355,0.3,1x2080Ti,0.483333333,123.724,1
CR,-6,en,0,0.716666667,6x3080,2.716666667,0.01048576,1
VN,7,vi,200,21.58333333,1x3090,0.7,141.082,1
DE,2,de,59,0.533333333,1x3090,0.65,19.49633546,1
GB,0,en,4,70.9,16,48.4,68.7930918,1
AM,4,en,147,0.733333333,1x3090,0.533333333,143.607,1
AU,11,en,204,47.95,1x3090,0.766666667,87.73435392,1
NL,2,en,88,14.11666667,6x3090,0.15,673.855,1
MY,8,en,1,1,cpuhub1,0.666666667,15.55388621,1
US,-7,en,95,2962.583333,1x3090,5.25,96.07853384,1
MX,-5,es,100,0.633333333,cpuhub1,0.75,72.12901337,0
CA,-6,en,197,0.283333333,1x2080Ti,3,162.268,0
VN,7,vi,374,64.9,1x2080Ti,0.066666667,152.93,1
VN,7,vi,194,10.81666667,1x3090,7.483333333,333.72,1
EG,2,en,591,26.05,sliver,0.1,104.493,1
KZ,6,ru,26,8.6,1x3090,0.516666667,98.10718858,1
ES,2,en,2,0.933333333,1x3090,1.583333333,450.092,1
FR,2,fr,256,1.583333333,1x3090,7.516666667,2468.51,1
IN,0,en,61,0.816666667,1x3090,28.16666667,160.502,1
US,-5,en,35,0.5,22,0.133333333,70.12561715,1
GB,1,en,1,1,1x3090,0.783333333,11.85873325,1
GB,1,en,34,1.366666667,cpuhub1,0.55,105.04,0
BR,-3,pt,26,57.15,cpuhub1,1.316666667,393.902,1
VN,7,vi,178,0.7,cpuhub1,12.55,354.166,1
CA,-7,en,0,0.466666667,1x3090,0.816666667,27.394048,0
RU,8,ru,21,749.9,1x2080Ti,0.766666667,17.84466637,0
IT,1,it,1,0.566666667,1x3090,1.583333333,7.79616256,0
IN,5,en,0,1.733333333,1x3090,2.116666667,45.58141128,0
RU,5,ru,0,0.783333333,1x3090,1.3,99.99340879,1
SE,1,sv,0,363.1333333,16,1.016666667,53.23305779,0
VN,7,en,206,2388.25,1x3090,0.033333333,82.77394313,1
CA,-4,en,1,3612.283333,1x3090,1,25.78762957,0
DE,2,en,0,0.766666667,1x3090,0.566666667,29.61702912,0
SE,1,en,20,17.28333333,1x3090,3,267.899,1
PL,1,pl,0,7.966666667,16,1.3,46.80948122,0
US,-5,en,126,3.383333333,1x3090,0.433333333,74.18150912,1
DK,2,da,31,11.08333333,22,4.733333333,111.616,1
CN,8,zh,23,0.833333333,1x3090,0.6,80.04304896,0
AU,11,en,94,0.6,1x3090,7.883333333,44.30601018,1
MA,1,en,333,3.283333333,cpuhub1,1,54.26171085,1
US,-4,en,182,9.05,1x3090,0.1,243.289,1
BR,-3,pt,294,1.383333333,1x2080Ti,0.166666667,14.60876083,0
AE,4,en,309,0.5,1x3090,1.416666667,229.932,1
US,-6,en,101,148.1166667,1x3090,21.36666667,1099.9,1
KN,-4,en,6,43.13333333,16,15.51666667,105.12,1
VN,7,vi,481,28.33333333,sliver,0.333333333,116.902,1
GB,1,en,186,0.633333333,golden,3.9,51.19024617,1
GB,1,en,36,116.6333333,6x3090,1.816666667,266.584,1
GB,0,en,1,1.35,1x2080Ti,3,0.004194304,0
US,-8,en,7,0.55,6x3090,12.55,54.40191944,1
DE,1,de,142,0.533333333,22,1.5,80.31122482,1
US,-5,en,140,69.51666667,cpuhub1,0.216666667,105.415,1
JP,9,ja,1,0.883333333,22,1.633333333,132.757,1
GB,0,en,1,14.78333333,cpuhub1,1.333333333,204.651,1
TW,8,zh,392,0.75,1x2080Ti,0.166666667,446.567,1
IN,5,en,149,181.0166667,1x2080Ti,0.983333333,21.22317824,0
TR,3,tr,0,0.833333333,1x2080Ti,3,0.004194304,0
MX,-6,es,51,7153.75,1x3090,1.316666667,31.12802714,0
ES,1,es,1,1689.916667,cpuhub1,1.566666667,9.376326976,1
AT,2,de,159,1.016666667,18,0.25,74.73410867,1
BE,1,en,119,0.766666667,1x3090,2.133333333,137.806,1
DE,1,de,244,6.116666667,cpuhub1,0.016666667,25.05525648,1
VN,7,vi,245,1.133333333,1x2080Ti,22.01666667,351.469,1
IT,2,it,1,0.933333333,1x3090,0.75,43.70989056,0
TR,3,en,0,148.8166667,18,1.783333333,73.85002934,1
US,-5,en,19,0.833333333,22,0.05,143.057,1
VN,7,en,0,1.566666667,1x3090,2,52.56196915,0
CN,8,zh,5,19.45,1x3090,1.316666667,61.52729395,0
VN,7,vi,194,0.55,sliver,3.233333333,30.33110938,1
VN,7,vi,0,2.283333333,1x2080Ti,0.383333333,7.42391808,0
AU,11,en,245,15.08333333,1x2080Ti,0.516666667,133.993,1
IT,2,it,188,0.733333333,16,1.266666667,635.735,1
US,7,th,5,3.833333333,1x3090,0.25,46.50119987,0
VN,7,vi,0,249.6666667,1x3090,1.766666667,29.76382976,1
ES,2,es,22,606.85,1x3090,0.666666667,267.899,1
IN,5,en,212,1.633333333,1x3090,0.55,104.945,1
NO,2,nb,239,8.466666667,17,3.483333333,137.587,1
IN,5,en,177,0.333333333,6x3090,0.35,343.265,1
SI,2,sl,0,9.75,23,0.233333333,82.5229312,1
US,-6,en,1,128.55,1x3090,4.783333333,32.33284096,0
UA,3,en,23,44.11666667,1x3090,0.433333333,32.33913242,1
ES,2,es,0,1103.283333,1x3090,1.85,32.9515008,0
GR,2,el,17,1.55,1x3090,0.816666667,53.90414643,1
US,-7,en,18,71.86666667,1x3090,0.483333333,35.9441367,1
BR,-3,en,11,0.833333333,23,0.616666667,296.424,1
VN,7,en,0,16.95,cpuhub1,0.7,25.30423603,0
FR,2,fr,282,0.7,16,0.533333333,111.461,1
ES,1,es,10,0.566666667,16,2.766666667,214.015,1
GB,1,en,1,2.333333333,22,1.216666667,123.187,1
VN,7,en,46,22.65,cpuhub1,5,117.833,1
TT,-4,en,4,0.833333333,cpuhub1,3.4,211.069,1
GE,4,en,1,0.583333333,6x3090,10.91666667,73.84701338,1
VN,7,en,3,4.266666667,cpuhub1,0.7,38.89378099,1
MY,8,en,0,5.383333333,1x3090,0.066666667,103.944,0
AS,8,zh,0,1.766666667,6x3080,0.083333333,54.01634406,1
AE,4,en,0,1.866666667,6x3090,0.3,9.681691548,1
CN,8,zh,1,1.6,1x3090,0.216666667,62.07465062,0
VN,7,en,1,0.95,1x2080Ti,0.433333333,13.17640602,1
IN,5,en,125,23.56666667,1x3090,0.016666667,442.899,1
ZA,2,en,2,3.283333333,23,0.35,372.063,1
TR,3,tr,1,27.73333333,1x3090,1.533333333,25.81908685,0
VN,7,en,295,4.8,cpuhub1,0.016666667,165.25,1
VN,7,vi,2,0.4,1x3090,1.066666667,118.179,0
BR,-3,en,0,0.95,1x3090,2.9,130.727,0
PL,1,en,38,111.3333333,1x3090,1.2,73.6362496,1
VN,7,vi,0,0.583333333,1x3090,1.316666667,42.24817562,0
VN,7,vi,9,0.433333333,cpuhub1,0.166666667,111.77,1
IN,5,en,0,0.4,16,1.116666667,56.50042061,0
MX,-6,es,0,1.35,1x3090,0.766666667,58.28929126,0
NL,2,nl,66,0.4,18,0.55,37.0703737,1
FR,2,fr,47,2.833333333,1x3090,0.116666667,184.747,1
TW,8,en,20,46.31666667,1x3090,0.116666667,63.60347443,0
VN,7,en,406,0.283333333,sliver,0.35,2.896166912,0
US,-5,en,4,1.7,1x3090,0.166666667,79.95612106,1
NG,-5,en,0,0.983333333,1x3090,0.283333333,9.687793664,0
VN,7,en,1,18.86666667,1x3090,1.316666667,27.04801792,0
VN,7,en,5,0.6,1x3090,1.05,66.84042854,0
JP,9,ja,23,7.55,16,0.55,257.361,1
VN,7,en,3,1.433333333,cpuhub1,3.033333333,37.94970927,1
IT,1,it,73,123.2166667,6x3090,3.783333333,593.781,1
VN,7,en,258,29.18333333,1x2080Ti,2.033333333,60.69808996,1
CA,-7,en,0,0.333333333,6x2080ti,0.05,10.02232369,1
TT,-4,en,309,1241.6,1x3090,0.15,65.56431155,1
VN,7,vi,11,20.03333333,cpuhub1,2.133333333,209.98,0
GH,0,en,332,0.916666667,1x3090,0.216666667,390.742,1
TH,7,en,3,212.9333333,1x3090,1.716666667,66.38010368,1
VN,7,en,0,21.08333333,1x2080Ti,11.56666667,62.41543782,1
JP,9,ja,17,0.233333333,23,0.466666667,141.464,1
US,-5,en,0,831.3333333,16,0.633333333,29.2332503,1
IR,0,en,19,0.55,1x2080Ti,3,8.959033344,0
JM,-8,en,346,1.533333333,1x2080Ti,1.416666667,54.24328378,1
IN,5,en,1,2233.4,18,0.633333333,92.9273405,1
VN,7,en,0,0.833333333,1x3090,0.1,100.88,0
BE,2,nl,29,0.333333333,1x3090,0.4,52.95833088,1
US,-7,en,8,840.5833333,1x3090,0.333333333,11.81565564,1
BR,-3,pt,10,483.6333333,1x3090,0.316666667,62.43536077,1
IN,5,en,231,36,1x2080Ti,3,24.07006208,0
MK,2,en,121,10.7,1x3090,0.216666667,38.73617274,0
IT,1,it,30,1.833333333,1x3090,2.8,4.676869618,1
IN,5,en,323,305.6,1x3090,0.116666667,29.5918633,0
TW,8,zh,14,0.366666667,16,48.48333333,510.724,1
DE,1,en,8,45.06666667,1x3090,1.05,71.02110106,1
DE,2,en,0,33.58333333,1x3090,2.083333333,64.71706214,0
RS,1,en,15,17.51666667,1x3090,1.05,113.464,1
VN,7,vi,48,5.516666667,cpuhub1,38.11666667,133.94,1
FR,2,fr,14,0.283333333,1x3090,0.366666667,37.41150317,1
EG,2,en,427,575.95,1x2080Ti,2,86.64961509,1
VN,7,vi,50,65.1,1x3090,2.516666667,9.990157712,1
VN,7,en,68,0.3,1x3090,5.8,133.949,1
VN,7,vi,40,133.3166667,1x3090,1.316666667,77.61424173,1
IN,5,en,249,7.916666667,1x2080Ti,15.5,30.80640956,1
VN,7,en,380,11.81666667,1x2080Ti,0.916666667,60.24383693,1
VN,7,en,1,0.716666667,1x3090,0.1,803.696,1
DE,2,en,45,1.133333333,16,1.166666667,13.39633014,1
DE,1,de,0,0.583333333,1x3090,0.35,29.99032218,0
VN,7,vi,1,2078.916667,1x3090,1.316666667,267.899,0
US,-8,en,56,538.8333333,1x3090,0.216666667,8.694411184,1
BR,-3,pt,15,0.433333333,1x3090,1.15,148.43,1
PL,-6,en,0,0.766666667,1x2080Ti,3,3.91118848,0
PH,-8,en,0,0.2,1x2080Ti,3,9.042919424,0
IN,5,en,89,2.383333333,cpuhub1,0.666666667,43.49435423,1
VN,7,en,209,7.333333333,1x3090,0.15,820.302,1
IE,1,en,18,0.95,1x3090,0.25,308.867,1
SA,3,en,198,0.85,1x3090,2.85,311.718,1
CA,-5,en,28,0.833333333,cpuhub1,0.583333333,12.18533035,1
DE,1,de,182,3.766666667,22,9.516666667,79.79873075,1
US,-5,en,0,0.6,22,0.133333333,348.844,1
VN,7,en,2,1.016666667,1x3090,2.116666667,61.96350157,1
UA,3,uk,29,17.81666667,18,0.15,276.332,1
VN,7,vi,0,0.333333333,1x3090,0.75,10.73063154,0
NL,2,en,1,6.366666667,16,0.116666667,33.76789793,1
HU,1,en,8,241.85,1x3090,0.866666667,366.127,1
NO,2,nb,0,21.2,16,0.916666667,10.5423193,0
ID,7,en,0,2.333333333,golden,24,11.04674816,1
FR,2,fr,0,0.3,1x3090,0.216666667,10.22725189,1
RU,7,ru,309,1.816666667,1x3090,0.133333333,250.024,1
NZ,12,en,321,6.1,1x3090,0.016666667,21.74068746,1
US,-8,en,18,15.28333333,16,0.566666667,63.58669722,1
CZ,1,cs,76,3.033333333,6x3090,8.616666667,20.39218955,1
CH,1,en,87,284.7,1x3090,1.416666667,117.086,1
TR,3,en,0,26.25,1x3090,1.233333333,36.6257111,0
VN,7,en,187,24.45,cpuhub1,0.416666667,29.90462512,1
MC,2,de,0,1.55,16,0.6,54.17992192,1
MV,5,en,142,0.633333333,1x3090,1.466666667,106.943,1
SK,1,en,28,5.816666667,1x3090,1.333333333,228.425,1
IT,1,it,1,1.083333333,1x3090,1.35,57.87824947,0
US,-5,en,38,0.516666667,1x3090,8.016666667,95.40678451,1
BR,-3,pt,9,13.36666667,1x3090,0.183333333,19.93762406,0
IN,5,en,6,145.8666667,1x2080Ti,2.766666667,2.376073216,0
NO,1,en,79,0.95,22,0.3,109.348,1
BE,1,nl,27,12.18333333,1x3090,1.366666667,27.6635633,1
VN,7,vi,630,0.45,sliver,0.8,43.122688,0
UA,1,ru,44,6.383333333,6x3090,1.15,116.935,1
FR,1,fr,430,0.183333333,6x3090,10.5,801.754,1
US,-5,en,15,30.56666667,6x2080ti,0.383333333,30.42193982,1
VN,-7,vi,1,0.2,1x3090,1.25,25.10815232,0
VN,7,vi,0,4.2,1x3090,0.366666667,83.93116877,0
ZA,2,en,229,12.98333333,1x3090,0.383333333,88.74832691,1
IN,5,en,0,48.36666667,16,0.016666667,3.689938944,0
GB,1,en,0,0.75,1x3090,0.35,10.38950681,1
IT,3,it,11,0.45,16,0.45,10.27936695,0
CA,-7,en,8,18.1,16,0.2,49.02931661,0
VN,7,vi,208,12.2,1x2080Ti,0.65,39.89307392,0
PK,5,en,45,63.98333333,16,5.983333333,82.92558438,1
VN,7,vi,3,263.45,1x2080Ti,1.15,20.17250509,0
BR,-3,pt,0,1.55,1x2080Ti,0.25,66.84042854,0
TR,3,en,38,17.91666667,1x3090,0.633333333,35.30869965,1
US,-5,en,0,70.36666667,1x3090,1,62.1019136,0
BR,-3,pt,1,0.65,16,0.316666667,203.983,0
ZA,2,en,30,217.8166667,1x3090,0.4,36.12658893,0
KE,3,en,251,1.816666667,1x3090,1.85,161.755,1
DE,2,pl,35,0.933333333,16,0.216666667,32.99193106,1
US,2,nl,4,0.716666667,1x3090,2.333333333,263.079,1
VN,7,en,59,0.666666667,1x2080Ti,0.3,4.121952256,1
NO,1,en,0,0.783333333,1x3090,1.366666667,41.49529805,0
BR,-3,pt,0,3.183333333,1x3090,0.316666667,75.29824256,0
BR,-3,pt,0,2.85,1x3090,0.183333333,51.65599949,0
BR,-4,pt,46,0.733333333,1x3090,0.316666667,485.851,1
FR,1,fr,161,0.35,cpuhub1,40.26666667,86.55156019,1
IN,5,en,241,1.033333333,1x3090,0.066666667,376.017,1
PL,2,en,8,896.1666667,1x3090,0.333333333,303.976,1
MC,1,fr,0,480.3666667,1x3090,0.766666667,117.004,0
NG,1,en,118,210.4666667,6x3090,0.116666667,139.801,1
PL,1,pl,2,0.216666667,1x3090,0.216666667,64.07984284,1
TN,2,it,281,25.21666667,1x3090,2.616666667,313.168,1
US,-7,en,2,50.51666667,18,3.066666667,38.79393597,1
GB,1,en,3,2.166666667,6x2080ti,6.85,11.644689,1
US,-6,en,4,2570.733333,1x3090,0.116666667,73.71594138,1
US,-8,en,365,0.483333333,6x3080,0.833333333,145.948,1
SG,8,en,1,73.11666667,16,1.3,27.45276826,1
VN,7,vi,149,8741.083333,16,0.283333333,53.29702093,1
UA,3,ru,6,27.48333333,1x3090,1.533333333,55.22430362,1
RO,2,en,0,0.233333333,1x3090,0.366666667,9.312403456,0
VN,7,vi,184,1.966666667,1x3090,1.2,53.12516752,1
VN,7,en,398,47.26666667,1x3090,24,267.899,1
VN,7,en,1,16.36666667,23,0.116666667,198.574,0
BN,7,en,212,3198.6,17,0.016666667,122.997,1
IN,5,en,1,0.716666667,1x3090,15.8,229.717,1
VN,7,vi,0,231.0833333,cpuhub1,3,53.96391526,0
US,4,en,13,0.65,1x3090,1.583333333,2.756628594,1
CN,8,zh,370,3.283333333,6x2080ti,7.916666667,66.73661952,1
US,-8,en,106,0.916666667,6x3090,62.6,213.315,1
TR,3,en,1,5.3,1x3090,2.116666667,30.21262029,0
VN,7,en,306,14.83333333,cpuhub1,3.6,154.937,1
VN,7,vi,11,3.783333333,cpuhub1,4.016666667,126.32,1
VN,7,en,70,1.6,cpuhub1,0.65,32.21251335,1
PL,2,en,3,2.05,22,0.433333333,252.84,1
IQ,3,en,0,2570.783333,cpuhub1,5,28.59047322,0
US,-8,en,1,0.733333333,1x2080Ti,0.116666667,107.187,1
MX,-6,es,2,73.71666667,22,0.25,125.198,1
GH,0,en,3,7526.25,18,0.35,25.76246374,0
TR,3,tr,1,1.3,1x2080Ti,0.483333333,4.389339136,0
IN,5,en,239,1.766666667,1x3090,2.533333333,233.195,1
KR,9,ko,3,1.35,22,0.95,460.324,1
VN,7,vi,9,1.766666667,1x3090,0.233333333,156.887,1
VN,7,en,354,0.766666667,1x2080Ti,0.2,12.2201047,1
VN,7,vi,48,9192.816667,1x3090,0.3,41.0779648,1
CD,2,en,213,0.15,16,6.783333333,21.15977927,1
BR,-3,pt,93,77.41666667,1x3090,27.11666667,312.129,1
VN,7,en,179,0.8,16,18,33.34531752,1
VN,7,vi,72,3.05,1x3090,5.133333333,53.49520179,1
CZ,1,cs,0,7.4,1x2080Ti,3,15.04496845,0
VN,7,en,1,0.6,1x3090,3.183333333,35.33540136,1
RU,3,ru,52,21.21666667,1x3090,0.1,27.16336128,0
US,-5,en,16,3.383333333,cpuhub1,0.066666667,55.94677248,1
GB,1,en,209,198.0333333,1x3090,17.96666667,82.54372124,1
TR,3,tr,0,524.7,1x3090,0.05,26.53631283,0
VN,7,en,13,30.58333333,1x2080Ti,0.783333333,52.80838451,1
VN,7,vi,316,2.266666667,1x2080Ti,0.666666667,59.80779853,1
US,-6,en,1,1.366666667,16,55.65,36.87254709,1
CH,1,fr,3,16.41666667,1x3090,2.166666667,33.49206431,1
US,-4,en,101,0.883333333,16,2.5,43.44391485,1
AU,11,en,2,7.866666667,1x3090,0.5,50.71437824,1
GB,-5,en,98,21.45,16,3.65,20.69403804,1
IE,1,en,252,4.633333333,6x2080ti,0.616666667,86.76452242,1
MX,-6,es,0,98.86666667,cpuhub1,3,35.21219461,0
PT,0,pt,0,1.466666667,1x3090,0.483333333,48.74095821,0
VN,7,vi,81,14.08333333,cpuhub1,5.05,31.6981907,1
EG,2,en,369,27.01666667,1x2080Ti,0.216666667,279.366,1
IN,5,en,0,0.383333333,golden,0.483333333,9.056550912,0
RO,3,en,301,3.25,cpuhub1,7.35,142.348,1
VN,7,en,0,0.25,1x3090,2.783333333,28.61242283,1
AX,7,en,387,893.05,cpuhub1,24,257.949,0
TT,-8,en,44,69.15,1x3090,0.266666667,12.08378982,1
VN,7,vi,155,1.333333333,cpuhub1,0.066666667,30.50903365,1
IN,5,en,1,4.383333333,1x3090,0.066666667,51.9087063,0
CN,8,fr,336,0.416666667,17,0.15,75.76800461,1
PT,0,pt,389,0.533333333,6x3080,49.3,174.076,1
FR,2,fr,235,0.866666667,1x3090,0.7,293.265,1
DE,1,de,5,0.3,1x2080Ti,0.333333333,4.289724416,0
VN,7,en,187,0.8,1x3090,0.05,72.13468877,1
IN,5,en,1,0.333333333,1x3090,0.183333333,31.19199027,1
ES,1,es,148,49.18333333,1x3090,0.216666667,28.83866305,1
PH,8,en,0,3.333333333,1x3090,0.066666667,56.01388134,0
IN,5,en,154,0.383333333,1x3090,0.6,214.911,1
KR,9,ko,279,2.85,18,1.866666667,3695.21,1
KR,9,ko,243,0.133333333,18,0.166666667,733.217,1
LK,5,en,0,2.433333333,1x3090,1.45,13.43330714,0
CA,-7,en,0,0.7,cpuhub1,0.15,22.7540992,0
LY,0,en,80,1.2,1x3090,0.15,244.629,1
GB,1,en,0,0.583333333,1x2080Ti,3,4.685037568,0
BR,-3,pt,251,5.3,1x3090,0.083333333,48.93978357,1
VN,7,en,0,960.2,cpuhub1,5,22.68699034,0
VN,7,vi,1,3.15,cpuhub1,2.816666667,59.05999462,0
ZA,2,en,0,0.716666667,1x2080Ti,3,10.0663296,0
FR,2,fr,157,5.5,16,3.116666667,91.93960198,1
IR,3,en,1,13.3,1x3090,1.85,45.55957862,0
CO,-5,en,281,1,1x3090,1.583333333,55.3952215,0
US,-6,en,6,6.883333333,22,1.033333333,28.37710512,1
VN,7,vi,37,1.166666667,cpuhub1,1.65,37.54033314,1
US,-8,en,1,0.716666667,1x2080Ti,1.683333333,10.54028595,1
VN,7,vi,400,81.11666667,1x3090,2.916666667,360.373,1
CZ,2,en,1,6.116666667,1x3090,0.166666667,97.22606387,1
MA,0,fr,358,0.583333333,1x3090,0.783333333,154.031,1
DE,1,en,222,6.216666667,6x2080ti,24,70.74915165,1
DE,2,en,1,15.73333333,6x3090,0.05,16.1426046,1
VN,7,en,41,11973.36667,1x3090,1.15,13.44380956,1
NL,2,nl,107,1.4,6x2080ti,0.9,212.987,1
VN,7,vi,0,0.433333333,1x3090,0.05,17.83031853,1
VN,7,en,0,1.533333333,1x3090,4.45,163.224,1
GB,1,en,0,0.966666667,1x3090,0.616666667,27.21998438,0
JP,9,en,185,0.566666667,1x2080Ti,1.466666667,20.05296742,1
BR,-3,pt,0,84.26666667,1x3090,0.983333333,46.91014451,0
US,-4,en,1,10.68333333,1x3090,0.683333333,75.67028677,1
IN,5,en,325,0.7,1x3090,2.316666667,122.179,1
GB,0,en,0,1.35,1x3090,2.116666667,47.75949107,0
IN,5,en,0,1.95,1x3090,0.916666667,55.95306394,0
IT,1,it,63,4.25,16,3.816666667,154.558,1
US,-4,en,10,0.75,1x3090,1.05,334.611,1
DK,1,da,1,26.7,1x2080Ti,0.116666667,7.295991808,0
NG,1,en,0,99.9,1x3090,2,51.26697779,0
IT,1,it,403,7.1,6x3080,0.083333333,521.257,1
CL,-3,es,90,1.333333333,1x3090,1.866666667,513.374,1
TR,3,tr,0,0.633333333,1x3090,1.866666667,28.53909299,0
HU,1,hu,232,13.6,1x3090,0.066666667,12.53992038,0
CA,-7,en,214,11.9,18,2.783333333,335.465,1
DE,2,es,1,0.633333333,1x3090,1.766666667,121.217,1
GB,6,en,0,7.3,16,0.666666667,47.58962176,0
US,-5,en,0,6,1x2080Ti,0.466666667,9.244246016,0
NG,1,en,0,5.1,1x3090,0.133333333,13.52477969,0
US,4,en,164,1.1,1x3090,0.066666667,74.63779916,1
QA,3,en,0,1.55,6x3090,2.266666667,26.08647373,1
IT,1,it,73,5.55,1x3090,0.7,90.24149914,1
VN,7,nb,2,801,16,0.25,159.712,1
FR,1,en,90,160.4666667,16,0.033333333,97.22396672,1
HU,1,en,0,0.35,1x2080Ti,0.45,5.796528128,0
EG,2,en,5,2.066666667,1x3090,0.133333333,43.33122524,1
VN,7,vi,19,94.26666667,1x3090,0.566666667,34.96057242,1
VN,7,en,0,0.383333333,1x2080Ti,3,10.68708659,0
VN,7,vi,83,1.2,1x3090,1.783333333,279.126,1
VN,7,vi,348,3713.683333,1x3090,0.25,247.22,1
VN,7,vi,5,0.75,cpuhub1,0.3,6.222249984,1
VN,7,en,0,3434.316667,1x3090,0.383333333,10.04462166,1
CN,8,zh,0,0.35,16,5.1,39.15277926,1
IE,8,en,0,2.666666667,1x3090,0.083333333,10.26241331,1
CN,8,zh,1,2.383333333,1x3090,0.016666667,28.74041958,0
ES,2,es,2,15.98333333,1x3090,0.816666667,55.57138227,1
IT,2,it,75,1.066666667,16,12.78333333,62.17744026,1
VN,7,vi,16,0.983333333,cpuhub1,1.3,81.96508877,1
JP,9,ja,0,326.8333333,6x3080,0.183333333,27.07892179,1
FR,2,fr,106,1.2,16,1.383333333,32.92843213,1
VN,7,vi,232,0.8,sliver,3.45,16.8558592,0
PT,1,pt,111,0.9,6x3080,1.083333333,70.36972134,1
BR,-3,pt,1,0.983333333,16,0.666666667,15.74961152,0
US,-5,en,60,99.11666667,1x3090,21.25,45.23871437,1
IR,3,en,0,76.21666667,1x3090,0.233333333,8.112832512,0
VN,7,en,210,0.633333333,cpuhub1,10.28333333,105.33,1
IN,5,en,0,3.016666667,1x3090,0.55,57.25120102,0
PK,5,en,0,0.283333333,cpuhub1,0.466666667,11.21661747,0
VN,7,vi,0,1.583333333,16,0.783333333,40.14053786,0
VN,7,vi,622,5.516666667,golden,0.316666667,619.152,1
NG,1,en,11,5260.016667,1x3090,0.1,9.122949591,1
IT,2,it,7,5.383333333,1x3090,0.383333333,25.77504666,0
NL,2,nl,0,0.65,16,1.216666667,10.68436367,1
VN,7,vi,509,208.35,sliver,0.2,48.22820454,0
SA,-8,en,0,0.7,1x3090,0.05,3.543138304,0
IN,5,en,0,25.06666667,1x3090,0.05,28.03367936,1
